country	place	DISEASE_COUNT
United Kingdom	Sandringham House, Dersingham, King's Lynn, Norfolk PE32, UK	1
United Kingdom	Scotland	15
United Kingdom	Seaburn Dene Primary School, Sunderland, England, UK	1
United Kingdom	Sheffield, England, United Kingdom	2
United Kingdom	Southmead Hospital, Bristol, England, United Kingdom	1
United Kingdom	St George's Hospital, London, England, UK	1
United Kingdom	Stafford Hospital, England, United Kingdom	1
United Kingdom	Stoke-on-Trent, England, United Kingdom	7
United Kingdom	Stratford-upon-Avon, England, United Kingdom	3
United Kingdom	Strathclyde Loch, Motherwell, North Lanarkshire, Scotland, United Kingdom	1
United Kingdom	Stroud General Hospital, Stroud, Gloucestershire, England, UK	2
United Kingdom	Suffolk, England, United Kingdom	1
United Kingdom	Surrey, England, United Kingdom	3
United Kingdom	Sussex, England, United Kingdom	5
United Kingdom	Sutton Park, Sutton Coldfield, West Midlands, England	2
United Kingdom	Tamworth, England, United Kingdom	1
United Kingdom	Tayside,  Scotland, United Kingdom	2
United Kingdom	Tayside, Scotland, United Kingdom	1
United Kingdom	Thetford, England, United Kingdom	2
United Kingdom	United Kingdom	75
United Kingdom	University Hospital Of North Staffordshire, Stoke-on-Trent, England, United Kingdom	2
United Kingdom	University of Central Lancashire, Preston, England, UK	2
United Kingdom	University of Exeter, Devon, England, UK	1
United Kingdom	Unst, Scotland, United Kingdom	1
United Kingdom	Wales	12
United Kingdom	Warrenpoint, Northern Ireland, United Kingdom	1
United Kingdom	Warwick Hospital, Warwick, Warwickshire, UK	4
United Kingdom	Western Isles, Scotland, United Kingdom	1
United Kingdom	Wigan, England, United Kingdom	2
United Kingdom	Wisbech, England, United Kingdom	1
United Kingdom	Withybush Hospital, Haverfordwest, Wales, UK	1
United Kingdom	Worcestershire Royal Hospital, England, United Kingdom	1
United Kingdom	Worcestershire, England, United Kingdom	1
United Kingdom	Wrexham Maelor Hospital, Wales, United Kingdom	1
United Kingdom	Yeadon, England, United Kingdom	3
United Kingdom	York Hospital, York, England, United Kingdom	1
United States	 Lily Lake Beach, Stillwater, Minnesota, United States	1
United States	APAC Clinical Center, Lincoln Park, Chicago, Illinois, United States	2
United States	APAC Clinical Center, Prairie Medical Building, Westchester, Illinois, United States	2
United States	Abilene Country Club, Abilene, Texas, United States	1
United States	Abilene, Texas, United States	1
United States	Acton, Massachusetts, United States	1
United States	Ada County, Idaho, United States	1
United States	Ada Township, Michigan, United States	1
United States	Adair County, Kentucky, United States	3
United States	Adair County, Missouri, United States	1
United States	Adams County, Pennsylvania, United States	3
United States	Addison County, Vermont, United States	2
United States	Adirondack Mountains, New York, United States	1
United States	Afton, Virginia, United States	1
United States	Akron, Ohio, United States	1
United States	Alabama, United States	17
United States	Alamance County, North Carolina, United States	1
United States	Alameda County, California, United States	3
United States	Alamitos Bay, California, United States	1
United States	Alamosa County, Colorado, United States	2
United States	Alaska, United States	6
United States	Albany County, New York, United States	2
United States	Alden, New York, United States	1
United States	Alexander County, Illinois, United States	1
United States	Alexandria, Louisiana, United States	1
United States	Allegan County, Michigan, United States	2
United States	Allegheny County, Pennsylvania, United States	2
United States	Allen County, Indiana, United States	1
United States	Allen County, Kentucky, United States	1
United States	Allen County, Ohio, United States	1
United States	Allendale, Illinois, United States	1
United States	Alpac Elementary School, Pacific, Washington, United States	1
United States	Alpena, Michigan, United States	1
United States	Alpha, Illinois, United States	1
United States	Alto Pass, Illinois, United States	1
United States	Alton High School, Alton, Illinois, United States	1
United States	Altoona, Pennsylvania, United States	1
United States	Amesbury, Massachusetts, United States	1
United States	Amite County, Mississippi, United States	1
United States	Anaheim, California, United States	1
United States	Ann Arbor, Michigan, United States	1
United States	Anoka, Minnesota, United States	1
United States	Antelope Valley, California, United States	1
United States	Antrim County, Michigan, United States	1
United States	Appleton, Wisconsin, United States	1
United States	Aquebogue, New York, United States	1
United States	Archuleta County, Colorado, United States	1
United States	Arizona State Prison Complex- Eyman, Florence, Arizona, United States	2
United States	Arizona, United States	6
United States	Arkansas, United States	9
United States	Arlington Heights, Illinois, United States	2
United States	Arlington, Washington, United States	1
United States	Arnaudville, Louisiana, United States	1
United States	Ashe County Animal Control, Crumpler, North Carolina, United States	1
United States	Ashland County, Ohio, United States	1
United States	Ashland, Kentucky, United States	1
United States	Ashmore, Illinois, United States	2
United States	Athens Bible School, Athens, Alabama, United States	1
United States	Atherton, California, United States	1
United States	Atlanta, Georgia, United States	1
United States	Atlanta, Indiana, United States	1
United States	Atlantic City, New Jersey, United States	2
United States	Atlantic County, New Jersey, United States	2
United States	Atoy, Texas, United States	1
United States	Attleboro, Massachusetts, United States	2
United States	Auburn, Alabama, United States	1
United States	Auburn, Maine, United States	1
United States	Auxvasse, Missouri, United States	2
United States	Avalon State Park, Florida, United States	1
United States	Bal Harbour, Florida, United States	1
United States	Ballou Senior High School, Washington, DC, United States	1
United States	Baltimore, Maryland, United States	1
United States	Bangs, Texas, United States	1
United States	Bargersville, Indiana, United States	1
United States	Barrington, Rhode Island, United States	1
United States	Barry County, Michigan, United States	2
United States	Bartholomew County, Indiana, United States	3
United States	Batavia, Illinois, United States	3
United States	Bath, Maine, United States	1
United States	Baton Rouge, Louisiana, United States	3
United States	Battle Creek, Michigan, United States	1
United States	Bay County, Florida, United States	4
United States	Beaufort County, North Carolina, United States	2
United States	Beaufort County, South Carolina, United States	1
United States	Beaver County, Pennsylvania, United States	2
United States	Beaver Dam Lake, Dodge County, Wisconsin, United States	3
United States	Bedford, Indiana, United States	1
United States	Bel Air, Maryland, United States	1
United States	Belchertown, Massachusetts, United States	2
United States	Belleville, Illinois, United States	2
United States	Bellevue, Washington, United States	1
United States	Bellingham, Massachusetts, United States	1
United States	Bellingham, Washington, United States	1
United States	Bells Island, North Carolina, United States	1
United States	Belmont, California, United States	2
United States	Benjamin Beach, Bay Shore, New York, United States	1
United States	Benton City, Washington, United States	1
United States	Benton County, Arkansas, United States	1
United States	Benton County, Oregon, United States	1
United States	Benton County, Washington, United States	2
United States	Benton, Arkansas, United States	1
United States	Benton, Louisiana, United States	1
United States	Bergen County, New Jersey, United States	1
United States	Berkeley County, South Carolina, United States	1
United States	Berks County, Pennsylvania, United States	1
United States	Berkshire County, Massachusetts, United States	1
United States	Berlin, Maryland, United States	1
United States	Berlin, Massachusetts, United States	1
United States	Berrien County, Michigan, United States	2
United States	Bethel Township, Pennsylvania, United States	1
United States	Bethlehem, Pennsylvania, United States	2
United States	Beverly Hills, California, United States	1
United States	Bexar County, Texas, United States	4
United States	Bibb County, Georgia, United States	2
United States	Biddeford, Maine, United States	1
United States	Billerica, Massachusetts, United States	1
United States	Biloxi, Mississippi, United States	1
United States	Black Brook, New York, United States	1
United States	Black Hawk County, Iowa, United States	2
United States	Blackfoot, Idaho, United States	2
United States	Blacksburg, Virginia, United States	1
United States	Bloomington, Illinois, United States	1
United States	Bloomington, Indiana, United States	1
United States	Blue Hill Care Center, Blue Hill, Nebraska, United States	4
United States	Bluebell Beach, Genesee, Michigan, United States	1
United States	Boggs Township, Pennsylvania, United States	2
United States	Boght Hills School, Cohoes, New York, United States	1
United States	Bolingbrook, Illinois, United States	2
United States	Boone County, Kentucky, United States	1
United States	Boone County, Missouri, United States	2
United States	Boone, Iowa, United States	1
United States	Borough of Jonestown, Pennsylvania, United States	1
United States	Bosque County, Texas, United States	1
United States	Bossier City, Louisiana, United States	1
United States	Bossier Parish, Louisiana, United States	1
United States	Boston Harbor, Massachusetts, United States	1
United States	Boston, Massachusetts, United States	5
United States	Boulder County, Colorado, United States	1
United States	Bowie County, Texas, United States	1
United States	Box Elder County, Utah, United States	1
United States	Boxford, Massachusetts, United States	1
United States	Boyd County, Kentucky, United States	3
United States	Braintree, Massachusetts, United States	2
United States	Branch County, Michigan, United States	2
United States	Brattleboro Memorial Hospital, Brattleboro, Vermont, United States	1
United States	Brazil, Indiana, United States	1
United States	Brazoria County, Texas, United States	1
United States	Breckenridge, Texas, United States	1
United States	Bremerton, Washington, United States	1
United States	Brentwood, California, United States	2
United States	Brevard County, Florida, United States	1
United States	Brewster, Massachusetts, United States	1
United States	Bridgeville, Pennsylvania, United States	1
United States	Bridgewater, Massachusetts, United States	1
United States	Brighton, Michigan, United States	1
United States	Bristol County, Massachusetts, United States	1
United States	Bristol, Rhode Island, United States	1
United States	Bronx, New York, United States	1
United States	Brookline, Massachusetts, United States	1
United States	Brooksville, Florida, United States	1
United States	Brooksville, Mississippi, United States	1
United States	Broward County, Florida, United States	1
United States	Brown County, Wisconsin, United States	1
United States	Brownsville, Texas, United States	2
United States	Brunswick County, North Carolina, United States	1
United States	Bryan County, Georgia, United States	1
United States	Buchanan County, Virginia, United States	1
United States	Buckeye, Louisiana, United States	1
United States	Buckley, Illinois, United States	1
United States	Bucks County, Pennsylvania, United States	1
United States	Burbank, California, United States	1
United States	Burkes Beach, South Carolina, United States	1
United States	Burlington County, New Jersey, United States	2
United States	Burlington, Massachusetts, United States	2
United States	Burlington, Vermont, United States	1
United States	Burnet, Texas, United States	1
United States	Butler County, Ohio, United States	4
United States	Butler County, Pennsylvania, United States	2
United States	Butte County, California, United States	1
United States	Butte County, South Dakota, United States	2
United States	Cache County, Utah, United States	3
United States	Caddo Parish, Louisiana, United States	1
United States	Cairo, Illinois, United States	1
United States	Caldwell County, North Carolina, United States	3
United States	Calhoun County, Michigan, United States	2
United States	Calhoun County, Mississippi, United States	1
United States	Calhoun County, West Virginia, United States	3
United States	California, United States	47
United States	Callaway, Florida, United States	3
United States	Cambridge, Massachusetts, United States	1
United States	Cambridge, New York, United States	1
United States	Camden County, Missouri, United States	2
United States	Camden County, New Jersey, United States	3
United States	Camdenton, Missouri, United States	2
United States	Cameron County, Texas, United States	1
United States	Cameron, Texas, United States	1
United States	Campo, California, United States	1
United States	Cannonsburg, Kentucky, United States	1
United States	Cape Cod, Massachusetts, United States	1
United States	Cape Girardeau County, Missouri, United States	1
United States	Cape May County, New Jersey, United States	1
United States	Caribbean Sea, Puerto Rico	1
United States	Carilion Clinic, Roanoke, Virginia, United States	1
United States	Carlsbad, New Mexico, United States	1
United States	Carolina Beach, North Carolina, United States	1
United States	Carroll County, Kentucky, United States	1
United States	Carter County, Kentucky, United States	1
United States	Carteret County, North Carolina, United States	1
United States	Carver, Massachusetts, United States	1
United States	Cass County, Michigan, United States	3
United States	Cass County, North Dakota, United States	1
United States	Catahoula Parish, Louisiana, United States	1
United States	Catawba County, North Carolina, United States	2
United States	Central Square, New York, United States	1
United States	Centre County, Pennsylvania, United States	2
United States	Cerro Gordo County, Iowa, United States	4
United States	Chadbourn, North Carolina, United States	1
United States	Chadron, Nebraska, United States	1
United States	Charleston, South Carolina, United States	2
United States	Charleston, West Virginia, United States	1
United States	Charlestown, Rhode Island, United States	1
United States	Charlotte County, Florida, United States	1
United States	Charlottesville, Virginia, United States	3
United States	Charlton County, Georgia, United States	1
United States	Chatham County, Georgia, United States	1
United States	Chatham, Illinois, United States	2
United States	Chattanooga, Tennessee, United States	1
United States	Chautauqua County, New York, United States	2
United States	Chavies, Kentucky, United States	1
United States	Chemung County, New York, United States	1
United States	Cherokee County, South Carolina, United States	1
United States	Cherokee County, Texas, United States	1
United States	Chesapeake, Virginia, United States	1
United States	Cheshire, Connecticut, United States	1
United States	Chester, Connecticut, United States	1
United States	Chester, New York, United States	1
United States	Chicago, Illinois, United States	23
United States	Chincoteague, Virginia, United States	1
United States	Christiansburg, Virginia, United States	1
United States	Cibao, Camuy, Puerto Rico	1
United States	Cicero, Illinois, United States	2
United States	Cicero, New York, United States	1
United States	Cincinnati, Ohio, United States	2
United States	Clark County, Indiana, United States	1
United States	Clark County, Kentucky, United States	1
United States	Clark County, Nevada, United States	3
United States	Clark County, Ohio, United States	1
United States	Clark County, Washington, United States	1
United States	Clark County, Wisconsin, United States	1
United States	Clayton, California, United States	1
United States	Clear Lake City, Texas, United States	1
United States	Clearlake, California, United States	1
United States	Clermont County, Ohio, United States	1
United States	Clermont, Florida, United States	1
United States	Cleveland County, North Carolina, United States	11
United States	Clifton Park, New York, United States	1
United States	Clinton County, Iowa, United States	1
United States	Clinton County, Michigan, United States	2
United States	Cloverdale, California, United States	1
United States	Clyde Township, Michigan, United States	1
United States	Coachella Valley, California, United States	1
United States	Coles County, Illinois, United States	1
United States	Collin County, Texas, United States	1
United States	Colorado Springs, Colorado, United States	1
United States	Colorado, United States	18
United States	Columbia County, Wisconsin, United States	1
United States	Columbia, South Carolina, United States	7
United States	Columbiana County, Ohio, United States	1
United States	Columbus, Ohio, United States	2
United States	Colusa County, California, United States	1
United States	Comfort Suites, Grantville, Pennsylvania, United States	2
United States	Commodore Options School, Bainbridge Island, Washington, United States	1
United States	Concord, California, United States	1
United States	Conejos County, Colorado, United States	1
United States	Connecticut, United States	17
United States	Conroe, Texas, United States	1
United States	Contra Costa County, California, United States	7
United States	Cook County, Illinois, United States	4
United States	Copperas Cove, Texas, United States	1
United States	Coral Reef Senior High School, Richmond Heights, Florida, United States	2
United States	Cordova, Illinois, United States	1
United States	Corpus Christi, Texas, United States	7
United States	Corvallis, Oregon, United States	1
United States	Cottage Hill, Florida, United States	1
United States	Council Rock High School South, Holland, Pennsylvania, United States	1
United States	Cowlitz County, Washington, United States	1
United States	Crab Orchard, Kentucky, United States	1
United States	Crawford County, Arkansas, United States	1
United States	Crawford County, Ohio, United States	1
United States	Crawford County, Pennsylvania, United States	1
United States	Crisfield, Maryland, United States	1
United States	Culpeper, Virginia, United States	1
United States	Cumberland County, Maine, United States	2
United States	Cumberland County, New Jersey, United States	6
United States	Currituck County, North Carolina, United States	1
United States	Curry Village, Yosemite National Park, Yosemite Valley, CA 95389, USA	7
United States	Cuyahoga Falls, Ohio, United States	1
United States	Cuyahoga River, Ohio, United States	2
United States	Daingerfield, Texas, United States	2
United States	Dakota County, Minnesota, United States	3
United States	Dakota County, Nebraska, United States	1
United States	Dallas County, Texas, United States	17
United States	Dallas, Texas, United States	5
United States	Dana Point Harbor, California, United States	1
United States	Dane County, Wisconsin, United States	2
United States	Danville, New Hampshire, United States	1
United States	Danville, Ohio, United States	1
United States	Davenport, Florida, United States	1
United States	Davenport, Oklahoma, United States	1
United States	Davidson County, North Carolina, United States	1
United States	Davidson County, Tennessee, United States	3
United States	Dawson, Illinois, United States	1
United States	DeKalb County, Illinois, United States	1
United States	Dekorra, Wisconsin, United States	1
United States	Delaware County Fairgrounds, Muncie, Indiana, United States	1
United States	Delaware County, Indiana, United States	3
United States	Delaware Valley High School, Westfall, Pennsylvania, United States	3
United States	Delaware Water Gap National Recreation Area, Pennsylvania, United States	2
United States	Delaware, United States	13
United States	Delta County, Michigan, United States	1
United States	Denton County, Texas, United States	2
United States	Denver, Colorado, United States	2
United States	Derry, New Hampshire, United States	1
United States	Detroit Lakes, Minnesota, United States	1
United States	Dexter Reservoir, Dexter, Oregon, United States	1
United States	Dickinson County, Kansas, United States	1
United States	Discovery Bay, California, United States	1
United States	Dix Hills, New York, United States	1
United States	Dougherty County, Georgia, United States	1
United States	Douglas County, Nebraska, United States	1
United States	Douglas County, Wisconsin, United States	1
United States	Dover Hill, Indiana, United States	1
United States	Dracut, Massachusetts, United States	1
United States	DuPage County, Illinois, United States	3
United States	Dublin, Ohio, United States	1
United States	Dubuque County, Iowa, United States	1
United States	Dudley, Massachusetts, United States	1
United States	Duke University, North Carolina, United States	1
United States	Duluth, Minnesota, United States	9
United States	Dunwoody, Georgia, United States	1
United States	Durham County, North Carolina, United States	1
United States	Dutchess County, New York, United States	2
United States	Duval County, Florida, United States	4
United States	Duxbury, Massachusetts, United States	1
United States	Eagle Springs, Texas, United States	1
United States	East Feliciana Parish, Louisiana, United States	1
United States	East Goshen Township, Pennsylvania, United States	1
United States	Easton, Massachusetts, United States	3
United States	Eaton County, Michigan, United States	1
United States	Eau Claire County, Wisconsin, United States	1
United States	Eddyville, Illinois, United States	1
United States	Edgewood, Maryland, United States	1
United States	Edinburg, Texas, United States	1
United States	Eight Mile, Alabama, United States	1
United States	El Paso County, Colorado, United States	2
United States	El Paso County, Texas, United States	2
United States	El Paso, Texas, United States	10
United States	Elk County, Pennsylvania, United States	1
United States	Elkhart, Indiana, United States	1
United States	Elkville, Illinois, United States	1
United States	Ellenboro, West Virginia, United States	1
United States	Ellenton, Florida, United States	1
United States	Ellijay, Georgia, United States	1
United States	Ellington, Missouri, United States	1
United States	Elmers Island, Louisiana, United States	1
United States	Elmhurst, Illinois, United States	1
United States	Emporia, Kansas, United States	1
United States	Endeavor Elementary School, West Chester, Ohio, United States	1
United States	Escambia County, Alabama, United States	1
United States	Escambia County, Florida, United States	10
United States	Escambia, Florida, United States	1
United States	Essex County, New Jersey, United States	1
United States	Essex County, New York, United States	1
United States	Essex, Missouri, United States	1
United States	Estill County, Kentucky, United States	1
United States	Eufaula Lake, Oklahoma, United States	1
United States	Eugene, Oregon, United States	2
United States	Evanston, Illinois, United States	1
United States	Evansville, Indiana, United States	4
United States	Exeter, New Hampshire, United States	3
United States	Fairfax County, Virginia, United States	3
United States	Fairfax, Virginia, United States	1
United States	Fairhaven, Massachusetts, United States	2
United States	Fairmont, West Virginia, United States	3
United States	Fall River, Massachusetts, United States	2
United States	Farmington, New Hampshire, United States	1
United States	Farmington, West Virginia, United States	1
United States	Fayette County, Kentucky, United States	1
United States	Fenton, Michigan, United States	1
United States	Fern Ridge Lake, Oregon, United States	1
United States	Findlay, Ohio, United States	1
United States	Fitzwilliam, New Hampshire, United States	1
United States	Flagler County, Florida, United States	1
United States	Flathead County, Montana, United States	2
United States	Florence, South Carolina, United States	1
United States	Florence-Carlton School, Montana, United States	1
United States	Florida, United States	79
United States	Flower Mound, Texas, United States	1
United States	Fontanelle, Iowa, United States	1
United States	Forsyth County, Georgia, United States	1
United States	Forsyth County, North Carolina, United States	1
United States	Fort Edward, New York, United States	1
United States	Fort Gibson Lake, Oklahoma, United States	1
United States	Fort Myers Beach, Florida, United States	1
United States	Fort Wayne, Indiana, United States	1
United States	Fort Worth, Texas, United States	2
United States	Foster City, California, United States	2
United States	Fox Senior High School, Arnold, Missouri, United States	1
United States	Franklin County, Kansas, United States	1
United States	Franklin County, Missouri, United States	2
United States	Franklin County, Washington, United States	1
United States	Franklin, Maine, United States	1
United States	Franklin, Massachusetts, United States	2
United States	Franklin, Tennessee, United States	1
United States	Frederick County, Maryland, United States	1
United States	Fremont, California, United States	1
United States	Frenchman Bay, Maine, United States	1
United States	Fresno County, California, United States	3
United States	Fulton County, Arkansas, United States	1
United States	Fulton, Illinois, United States	1
United States	Gagra, Abkhazia, Georgia	1
United States	Gahanna, Ohio, United States	1
United States	Galveston Island State Park, Galveston, Texas, United States	2
United States	Galveston, Texas, United States	1
United States	Garner, North Carolina, United States	1
United States	Gassville, Arkansas, United States	1
United States	Gaston County, North Carolina, United States	2
United States	Gatesville, Texas, United States	1
United States	Gem County, Idaho, United States	1
United States	Genesee County, Michigan, United States	2
United States	Gentry, Arkansas, United States	2
United States	George Rogers Clark High School, Winchester, Kentucky, United States	1
United States	Georgetown, Massachusetts, United States	2
United States	Georgia, United States	18
United States	Germantown, Ohio, United States	1
United States	Gilman City, Missouri, United States	1
United States	Gladwyne, Pennsylvania, United States	1
United States	Glasford, Illinois, United States	2
United States	Globe, Arizona, United States	1
United States	Gloucester County, New Jersey, United States	1
United States	Gloucester Point Beach, Virginia, USA	1
United States	Gogebic County, Michigan, United States	1
United States	Goliad, Texas, United States	1
United States	Goodhue County, Minnesota, United States	1
United States	Goshen, Indiana, United States	2
United States	Goshen, New York, United States	1
United States	Gould, Arkansas, United States	1
United States	Graham County, Arizona, United States	1
United States	Grand Forks County, North Dakota, United States	1
United States	Grand Forks, North Dakota, United States	1
United States	Grand Island, Nebraska, United States	1
United States	Grandview, Washington, United States	1
United States	Grant County, Washington, United States	1
United States	Gratiot County, Michigan, United States	2
United States	Green River, Wyoming, United States	2
United States	Greenbrier County, West Virginia, United States	1
United States	Greene County, Indiana, United States	2
United States	Greene County, Ohio, United States	1
United States	Greene County, Pennsylvania, United States	1
United States	Greene County, Virginia, United States	1
United States	Greenfield, Wisconsin, United States	1
United States	Greensboro, North Carolina, United States	1
United States	Greenup County, Kentucky, United States	1
United States	Greenwich, Connecticut, United States	1
United States	Greenwood, Arkansas, United States	1
United States	Gregg County, Texas, United States	2
United States	Gregory, Texas, United States	1
United States	Griffith, Indiana, United States	2
United States	Guilford County, North Carolina, United States	3
United States	Gulf Coast Medical Center, Fort Myers, Florida, United States	1
United States	Gustine, California, United States	1
United States	Gwinnett County, Georgia, United States	1
United States	Half Moon Bay High School, Half Moon Bay, California, United States	1
United States	Halifax, Massachusetts, United States	2
United States	Hall County, Georgia, United States	1
United States	Hamilton County, Indiana, United States	1
United States	Hamilton County, Ohio, United States	1
United States	Hamilton County, Tennessee, United States	1
United States	Hamilton, Massachusetts, United States	3
United States	Hancock County, Illinois, United States	1
United States	Hancock County, Indiana, United States	1
United States	Hancock County, West Virginia, United States	1
United States	Hanover, Massachusetts, United States	1
United States	Harbor Island, South Carolina, United States	1
United States	Harford County, Maryland, United States	2
United States	Harmony Township, New Jersey, United States	2
United States	Harris County, Texas, United States	7
United States	Harrison County, Mississippi, United States	1
United States	Harrison County, Ohio, United States	1
United States	Harrison County, West Virginia, United States	1
United States	Harrison, Arkansas, United States	4
United States	Hattiesburg, Mississippi, United States	1
United States	Hawaii, United States	6
United States	Hays County, Texas, United States	1
United States	Hays Medical Center, Hays, Kansas, United States	1
United States	Hazard, Kentucky, United States	1
United States	Henderson County, Kentucky, United States	1
United States	Hennepin County, Minnesota, United States	1
United States	Henrico County, Virginia, United States	1
United States	Henry County, Georgia, United States	3
United States	Henry County, Illinois, United States	3
United States	Henryville, Indiana, United States	1
United States	Herald, Illinois, United States	1
United States	Hidalgo County, Texas, United States	1
United States	Hillsborough County, Florida, United States	1
United States	Hillsdale College, Michigan, United States	1
United States	Hillside, Louisiana, United States	1
United States	Hingham, Massachusetts, United States	1
United States	Hirsch Metro High School, Chicago, Illinois, United States	1
United States	Holtsville, New York, United States	1
United States	Homer, Alaska, United States	1
United States	Hopedale, Massachusetts, United States	1
United States	Hopkinton, Massachusetts, United States	1
United States	Horace Mann School, Beverly Hills, California, United States	1
United States	Hot Springs, Arkansas, United States	1
United States	Houston County, Georgia, United States	2
United States	Houston, Texas, United States	8
United States	Howell, Michigan, United States	1
United States	Hudson County, New Jersey, United States	1
United States	Hudson, Iowa, United States	1
United States	Hunt County, Texas, United States	1
United States	Huntington, West Virginia, United States	1
United States	Huron County, Ohio, United States	1
United States	Huston Township, Pennsylvania, United States	2
United States	Hutchinson County, South Dakota, United States	1
United States	Idaho, United States	24
United States	Illinois, United States	68
United States	Imperial Beach, California, United States	1
United States	Imperial County, California, United States	1
United States	Indian Hills, Nevada, United States	1
United States	Indian Mound Beach, Wareham, Massachusetts, USA	1
United States	Indiana, United States	96
United States	Inverness, California, United States	1
United States	Ionia County, Michigan, United States	2
United States	Iowa, United States	24
United States	Iredell County, North Carolina, United States	1
United States	Iron County, Wisconsin, United States	1
United States	Isanti County, Minnesota, United States	1
United States	Jackson County, Florida, United States	1
United States	Jackson County, Indiana, United States	2
United States	Jackson County, Michigan, United States	1
United States	Jackson County, Oregon, United States	1
United States	Jackson, Mississippi, United States	2
United States	Jacksonville, Florida, United States	3
United States	Jacksonville, North Carolina, United States	1
United States	Jamestown, Rhode Island, United States	2
United States	Jasper County, Missouri, United States	1
United States	Jefferson City, Missouri, United States	1
United States	Jefferson County, Alabama, United States	1
United States	Jefferson County, Missouri, United States	1
United States	Jefferson County, Ohio, United States	1
United States	Jefferson County, West Virginia, United States	1
United States	Jefferson County, Wisconsin, United States	1
United States	Jefferson, Georgia, United States	1
United States	Jim Wells County, Texas, United States	1
United States	Johnson County, Indiana, United States	2
United States	Johnson County, Iowa, United States	2
United States	Joliet, Illinois, United States	1
United States	Jonesville, Louisiana, United States	1
United States	Julian, California, United States	1
United States	Kalama, Washington, United States	1
United States	Kalispell, Montana, United States	1
United States	Kanawha County, West Virginia, United States	4
United States	Kane County, Illinois, United States	5
United States	Kansas City, Missouri, United States	1
United States	Kansas, United States	10
United States	Kauai, Hawaii, United States	2
United States	Kaua‘i, Hawaii, United States	1
United States	Keithville, Louisiana, United States	1
United States	Kellogg, Iowa, United States	1
United States	Kenai Peninsula, Alaska, United States	2
United States	Kendall, Florida, United States	1
United States	Kennebec County, Maine, United States	1
United States	Keno, Oregon, United States	1
United States	Kenosha County, Wisconsin, United States	1
United States	Kent City, Michigan, United States	1
United States	Kent County, Maryland, United States	1
United States	Kent County, Michigan, United States	4
United States	Kent, Washington, United States	1
United States	Kentucky, United States	29
United States	Kern County, California, United States	1
United States	Kewanee, Illinois, United States	2
United States	Killeen, Texas, United States	3
United States	King County, Washington, United States	1
United States	Kings County, California, United States	1
United States	Kingsbury, New York, United States	1
United States	Kingston, Massachusetts, United States	1
United States	Kingston, New York, United States	1
United States	Kirkwood, Missouri, United States	1
United States	Kissimmee, Florida, United States	1
United States	Klamath County, Oregon, United States	3
United States	Knox County, Illinois, United States	1
United States	Kosciusko County, Indiana, United States	1
United States	L'Anse, Michigan, United States	1
United States	La Jolla, California, United States	2
United States	La Quinta, California, United States	1
United States	La Salle, Illinois, United States	1
United States	LaBelle, Florida, United States	1
United States	LaGrange County, Indiana, United States	1
United States	Laceyville, Pennsylvania, United States	1
United States	Lacy Lakeview, Texas, United States	1
United States	Lafayette High School, Wildwood, Missouri, USA	1
United States	Lafayette Parish, Louisiana, United States	1
United States	Lafayette, Louisiana, United States	1
United States	Laguna Beach, Florida, United States	1
United States	Lake County, California, United States	1
United States	Lake County, Illinois, United States	2
United States	Lake Erie, Ohio, United States	1
United States	Lake Lagunitas, California, United States	1
United States	Lake Merced, San Francisco, California, United States	1
United States	Lake Michigan, Michigan, United States	1
United States	Lake Michigan, United States	1
United States	Lake Middle School, Woodbury, Minnesota, United States	1
United States	Lake Of The Ozarks, Missouri, USA	1
United States	Lake Park, Florida, United States	1
United States	Lake Tahoe, California, United States	2
United States	Lake Waccamaw, North Carolina, United States	1
United States	Lake of the Ozarks State Park, Missouri, United States	1
United States	Lakota West High School, West Chester, Ohio, United States	1
United States	Lamar County, Mississippi, United States	1
United States	Lamar, Mississippi, United States	1
United States	Lancaster County, Pennsylvania, United States	2
United States	Lane County, Oregon, United States	1
United States	Lansing, Michigan, United States	1
United States	Laplace, Louisiana, United States	1
United States	Laredo, Texas, United States	5
United States	Larimer County, Colorado, United States	3
United States	Las Animas County, Colorado, United States	2
United States	Las Vegas Valley, Nevada, United States	2
United States	Las Vegas, Nevada, United States	2
United States	Laurens County, South Carolina, United States	1
United States	Lawrence County, Ohio, United States	1
United States	Lawrence Township, Indiana, United States	1
United States	Lawrence, Kansas, United States	1
United States	Lawtey, Florida, United States	1
United States	Lebanon County, Pennsylvania, United States	1
United States	Lebanon, Maine, United States	5
United States	Lebanon, Missouri, United States	1
United States	Lee County, Florida, United States	2
United States	Lee County, Illinois, United States	1
United States	Lee County, Mississippi, United States	1
United States	Lee's Summit, Missouri, United States	1
United States	Leetsdale, Pennsylvania, United States	1
United States	Lehigh County, Pennsylvania, United States	1
United States	Leon County, Florida, United States	2
United States	Lester, West Virginia, United States	1
United States	Letcher County, Kentucky, United States	1
United States	Lewis and Clark County, Montana, United States	1
United States	Lexington, Kentucky, United States	1
United States	Liberty Elementary School, Albany, Oregon, United States	1
United States	Liberty Middle School, Edwardsville, Illinois, United States	1
United States	Licking County, Ohio, United States	1
United States	Lilly Lake Beach, Burlington, Wisconsin, United States	1
United States	Lima, Ohio, United States	1
United States	Lincoln County, Missouri, United States	1
United States	Lincoln County, Nebraska, United States	1
United States	Lincoln County, North Carolina, United States	1
